CGPA,HistoryOfBacklogs,Internships,AptitudeTestScore,KMeans_Cluster
-0.5918001996687033,0,-0.1570014487627117,-0.1405305876231154,3
-1.2478747889751776,1,-1.386071816405672,-1.344560828447145,2
-1.0683826843535955,0,-0.1570014487627117,0.3215566939904307,3
0.1633045163255407,0,-0.1570014487627117,0.0612258311095594,3
0.8688941689759004,0,1.0720689188802486,0.2759987929862781,1
1.7044608629039573,0,1.0720689188802486,0.8226936050361081,1
1.3021509732348926,0,1.0720689188802486,0.497280026435019,1
-1.0745720672715808,0,-1.386071816405672,0.0677341026815818,3
-0.6475046459305738,1,-1.386071816405672,-1.0777216939942524,2
0.7203489789442457,0,-0.1570014487627117,-0.6416674986687928,3
0.1880620479974831,0,-0.1570014487627117,0.8682515060402608,1
-0.9755419405838112,0,-1.386071816405672,-1.6439413207601472,3
-1.1921703427133072,1,-1.386071816405672,-1.585366876611951,2
1.6549457995600725,0,-0.1570014487627117,0.0677341026815818,1
-0.3442248829492788,0,-0.1570014487627117,1.7338516251191576,1
1.116469485695325,0,1.0720689188802486,0.7966605187480207,1
0.1509257504895697,0,-0.1570014487627117,1.004925209052718,1
-1.3716624473348895,0,-1.386071816405672,-0.518010338800379,3
-0.251384139179495,0,-1.386071816405672,0.0677341026815818,3
-0.251384139179495,0,-0.1570014487627117,0.9528590364765438,1
-0.0904601833118693,0,-0.1570014487627117,0.412672495998736,3
-0.0471345028859698,0,1.0720689188802486,1.4735207622382864,1
0.8750835518938859,1,1.0720689188802486,0.5168048411510842,2
0.0580850067197854,0,-0.1570014487627117,0.666495087307585,1
1.4568855461845327,0,-1.386071816405672,0.1328168184017996,3
-1.3964199790068323,0,-0.1570014487627117,0.9333342217604786,3
1.345476653660792,0,1.0720689188802486,0.7511026177438689,1
-0.6165577313406458,1,-0.1570014487627117,-0.3618118210718563,2
1.3949917170046768,0,-0.1570014487627117,0.9333342217604786,1
1.6178095020521583,0,2.3011392865232088,0.0677341026815818,1
-0.7589135384543151,0,-0.1570014487627117,0.1198002752577558,3
1.679703331232015,0,-0.1570014487627117,0.9984169374806964,1
1.1659845490392098,0,1.0720689188802486,1.0569913816288918,1
-1.9596538245435229,0,-1.386071816405672,0.0677341026815818,3
-0.5237169875708615,0,-0.1570014487627117,-1.624416506044082,3
-1.767782954085969,0,-1.386071816405672,-1.6960074933363216,3
0.3985010672089937,0,1.0720689188802486,0.5623627421552368,1
1.6920820970679864,0,2.3011392865232088,0.6404620010194985,1
0.256145260095325,1,-0.1570014487627117,-0.5115020672283571,2
-0.7774816872082715,0,-0.1570014487627117,0.1783747194059513,3
0.4108798330449652,0,1.0720689188802486,1.877033599703637,1
-1.210738491467264,0,-0.1570014487627117,-0.7588163869651847,3
-0.4742019242269765,0,1.0720689188802486,1.6687689093989395,1
-0.251384139179495,1,-1.386071816405672,-1.32503601373108,2
1.5744838216262589,0,1.0720689188802486,-0.1210057729070502,1
-0.7403453897003581,0,-0.1570014487627117,-0.4529276230801612,3
1.7044608629039573,0,-0.1570014487627117,1.349863602369872,1
1.0731438052694255,0,-0.1570014487627117,0.4712469401469315,1
-1.0188676210097103,0,-0.1570014487627117,-0.5896013260926187,3
0.2994709405212244,0,1.0720689188802486,0.0677341026815818,1
-0.3689824146212213,0,-1.386071816405672,0.0677341026815818,3
-0.3813611804571927,0,-0.1570014487627117,0.2759987929862781,3
-1.761593571167983,1,-0.1570014487627117,-1.5463172471798203,2
-0.9631631747478396,0,-1.386071816405672,0.0677341026815818,3
-0.269952287933452,0,-1.386071816405672,0.2629822498422353,3
-0.3627930317032358,0,-0.1570014487627117,-1.3966270010233195,3
1.7044608629039573,0,-0.1570014487627117,0.6404620010194985,1
1.4940218436924466,0,1.0720689188802486,1.2327147140734802,1
1.2526359098910076,0,-0.1570014487627117,1.4084380465180686,1
0.4727736622248211,0,1.0720689188802486,0.0677341026815818,1
0.4665842793068356,0,-1.386071816405672,-0.5245186103724009,3
1.5559156728723025,0,1.0720689188802486,0.0091596585333854,1
-0.5422851363248185,0,-1.386071816405672,-1.019147249846056,3
-1.7058891249061128,0,-0.1570014487627117,-2.1971444043819988,3
-0.2947098196053944,0,1.0720689188802486,1.0569913816288918,1
-0.1833009270816531,0,-0.1570014487627117,-0.3487952779278126,3
0.522288725568706,0,1.0720689188802486,0.4061642244267137,1
-1.8358661661838105,1,-1.386071816405672,-1.4356766304554505,2
0.256145260095325,0,1.0720689188802486,0.7771357040319555,1
-1.210738491467264,1,-0.1570014487627117,-1.565842061895886,2
-2.0091688878874074,1,-0.1570014487627117,0.5037882980070405,2
-0.0657026516399268,0,2.3011392865232088,0.71856125988376,1
1.5930519703802164,0,1.0720689188802486,2.026723845860138,1
-0.6289364971766167,0,-0.1570014487627117,-1.4747262598875808,3
-0.721777240946401,1,-0.1570014487627117,-0.3878449073599433,2
-1.0498145355996384,0,-0.1570014487627117,-0.908506633121686,3
0.8503260202219428,0,1.0720689188802486,-0.7913577448252936,1
1.0979013369413675,0,-0.1570014487627117,1.5776531073906346,1
-0.7960498359622284,0,-0.1570014487627117,-0.0819561434749199,3
1.5249687582823752,0,-0.1570014487627117,-0.7327833006770976,1
